lead_time,portuguese
386,Non Portuguese
55,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
79,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
200,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
211,Non Portuguese
211,Non Portuguese
0,Portuguese
200,Non Portuguese
210,Non Portuguese
229,Non Portuguese
386,Non Portuguese
87,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
96,Non Portuguese
131,Non Portuguese
3,Portuguese
78,Non Portuguese
386,Non Portuguese
386,Non Portuguese
4,Non Portuguese
386,Non Portuguese
1,Portuguese
386,Non Portuguese
20,Portuguese
20,Portuguese
26,Portuguese
65,Portuguese
148,Non Portuguese
1,Non Portuguese
108,Non Portuguese
81,Non Portuguese
209,Non Portuguese
209,Non Portuguese
2,Portuguese
4,Non Portuguese
4,Non Portuguese
239,Non Portuguese
224,Non Portuguese
87,Non Portuguese
87,Non Portuguese
87,Non Portuguese
219,Non Portuguese
189,Non Portuguese
8,Non Portuguese
101,Non Portuguese
87,Non Portuguese
104,Non Portuguese
87,Non Portuguese
1,Non Portuguese
1,Non Portuguese
1,Non Portuguese
54,Non Portuguese
244,Non Portuguese
0,Non Portuguese
43,Non Portuguese
115,Non Portuguese
66,Non Portuguese
96,Non Portuguese
283,Non Portuguese
283,Non Portuguese
189,Non Portuguese
189,Non Portuguese
3,Non Portuguese
7,Non Portuguese
22,Portuguese
72,Non Portuguese
65,Non Portuguese
22,Non Portuguese
65,Non Portuguese
47,Non Portuguese
3,Non Portuguese
4,Non Portuguese
0,Non Portuguese
109,Non Portuguese
84,Non Portuguese
7,Non Portuguese
88,Non Portuguese
64,Non Portuguese
238,Non Portuguese
46,Non Portuguese
206,Non Portuguese
236,Non Portuguese
188,Non Portuguese
9,Non Portuguese
117,Non Portuguese
9,Non Portuguese
85,Non Portuguese
5,Non Portuguese
3,Non Portuguese
141,Non Portuguese
10,Non Portuguese
5,Non Portuguese
23,Portuguese
34,Non Portuguese
12,Non Portuguese
14,Non Portuguese
214,Non Portuguese
116,Non Portuguese
151,Non Portuguese
40,Non Portuguese
40,Non Portuguese
0,Non Portuguese
12,Non Portuguese
101,Non Portuguese
12,Non Portuguese
4,Non Portuguese
37,Non Portuguese
101,Non Portuguese
134,Non Portuguese
52,Non Portuguese
107,Non Portuguese
107,Non Portuguese
2,Non Portuguese
66,Non Portuguese
49,Non Portuguese
214,Non Portuguese
161,Non Portuguese
13,Non Portuguese
133,Non Portuguese
133,Non Portuguese
133,Non Portuguese
13,Non Portuguese
13,Non Portuguese
117,Non Portuguese
66,Non Portuguese
221,Non Portuguese
7,Portuguese
97,Non Portuguese
64,Non Portuguese
65,Portuguese
208,Non Portuguese
208,Non Portuguese
115,Non Portuguese
267,Non Portuguese
39,Non Portuguese
31,Non Portuguese
104,Portuguese
232,Non Portuguese
173,Non Portuguese
36,Non Portuguese
226,Non Portuguese
267,Non Portuguese
20,Non Portuguese
114,Non Portuguese
63,Non Portuguese
4,Portuguese
72,Non Portuguese
41,Non Portuguese
41,Non Portuguese
33,Non Portuguese
21,Non Portuguese
4,Non Portuguese
2,Portuguese
0,Portuguese
12,Non Portuguese
12,Non Portuguese
181,Non Portuguese
54,Non Portuguese
109,Non Portuguese
109,Non Portuguese
239,Non Portuguese
29,Non Portuguese
100,Non Portuguese
176,Non Portuguese
83,Non Portuguese
123,Non Portuguese
123,Non Portuguese
123,Non Portuguese
100,Non Portuguese
2,Portuguese
82,Non Portuguese
36,Non Portuguese
45,Non Portuguese
72,Non Portuguese
41,Non Portuguese
78,Non Portuguese
163,Non Portuguese
178,Non Portuguese
178,Non Portuguese
129,Non Portuguese
55,Non Portuguese
40,Non Portuguese
22,Non Portuguese
152,Non Portuguese
7,Non Portuguese
92,Non Portuguese
40,Non Portuguese
172,Non Portuguese
32,Non Portuguese
8,Non Portuguese
8,Portuguese
47,Non Portuguese
2,Portuguese
23,Non Portuguese
51,Non Portuguese
41,Non Portuguese
217,Non Portuguese
62,Non Portuguese
21,Portuguese
22,Portuguese
216,Non Portuguese
119,Non Portuguese
32,Non Portuguese
88,Non Portuguese
88,Non Portuguese
0,Non Portuguese
1,Non Portuguese
13,Non Portuguese
96,Non Portuguese
144,Non Portuguese
104,Non Portuguese
20,Non Portuguese
261,Non Portuguese
86,Non Portuguese
46,Non Portuguese
12,Non Portuguese
269,Non Portuguese
65,Non Portuguese
40,Non Portuguese
77,Non Portuguese
36,Non Portuguese
116,Non Portuguese
28,Portuguese
7,Non Portuguese
6,Portuguese
41,Non Portuguese
21,Portuguese
36,Non Portuguese
17,Non Portuguese
4,Portuguese
13,Non Portuguese
77,Non Portuguese
119,Non Portuguese
3,Portuguese
4,Non Portuguese
163,Non Portuguese
0,Non Portuguese
0,Non Portuguese
0,Non Portuguese
0,Non Portuguese
26,Non Portuguese
68,Non Portuguese
91,Non Portuguese
2,Non Portuguese
2,Non Portuguese
12,Non Portuguese
69,Non Portuguese
20,Non Portuguese
20,Portuguese
30,Non Portuguese
26,Non Portuguese
103,Non Portuguese
39,Non Portuguese
3,Non Portuguese
2,Non Portuguese
2,Non Portuguese
2,Non Portuguese
290,Non Portuguese
232,Non Portuguese
57,Non Portuguese
37,Non Portuguese
37,Non Portuguese
135,Non Portuguese
22,Non Portuguese
151,Non Portuguese
91,Non Portuguese
91,Non Portuguese
197,Non Portuguese
162,Non Portuguese
31,Non Portuguese
34,Non Portuguese
84,Non Portuguese
41,Non Portuguese
63,Non Portuguese
163,Non Portuguese
163,Non Portuguese
73,Non Portuguese
198,Non Portuguese
0,Non Portuguese
66,Non Portuguese
157,Non Portuguese
67,Non Portuguese
247,Non Portuguese
134,Non Portuguese
247,Non Portuguese
73,Non Portuguese
186,Non Portuguese
76,Non Portuguese
73,Non Portuguese
35,Non Portuguese
32,Non Portuguese
234,Non Portuguese
85,Non Portuguese
213,Non Portuguese
1,Portuguese
86,Non Portuguese
3,Portuguese
3,Portuguese
4,Non Portuguese
2,Non Portuguese
260,Non Portuguese
260,Non Portuguese
1,Portuguese
32,Non Portuguese
33,Non Portuguese
3,Non Portuguese
2,Non Portuguese
184,Non Portuguese
260,Non Portuguese
32,Non Portuguese
180,Non Portuguese
31,Non Portuguese
31,Non Portuguese
3,Non Portuguese
117,Non Portuguese
55,Non Portuguese
22,Non Portuguese
12,Non Portuguese
199,Non Portuguese
35,Non Portuguese
229,Non Portuguese
95,Non Portuguese
229,Non Portuguese
229,Non Portuguese
229,Non Portuguese
178,Non Portuguese
32,Non Portuguese
178,Non Portuguese
179,Non Portuguese
178,Non Portuguese
180,Non Portuguese
180,Non Portuguese
239,Non Portuguese
178,Non Portuguese
7,Portuguese
239,Non Portuguese
37,Non Portuguese
239,Non Portuguese
183,Non Portuguese
239,Non Portuguese
239,Non Portuguese
183,Non Portuguese
37,Non Portuguese
36,Non Portuguese
33,Non Portuguese
0,Non Portuguese
28,Non Portuguese
199,Non Portuguese
199,Non Portuguese
4,Portuguese
199,Non Portuguese
23,Non Portuguese
142,Non Portuguese
37,Non Portuguese
199,Non Portuguese
0,Portuguese
32,Non Portuguese
20,Portuguese
0,Portuguese
84,Portuguese
181,Non Portuguese
199,Non Portuguese
181,Non Portuguese
181,Non Portuguese
30,Non Portuguese
4,Portuguese
199,Portuguese
32,Non Portuguese
44,Non Portuguese
35,Non Portuguese
44,Non Portuguese
116,Non Portuguese
30,Non Portuguese
8,Non Portuguese
86,Non Portuguese
1,Portuguese
1,Non Portuguese
199,Portuguese
199,Non Portuguese
98,Non Portuguese
0,Non Portuguese
6,Non Portuguese
35,Portuguese
26,Non Portuguese
199,Non Portuguese
42,Non Portuguese
31,Non Portuguese
77,Non Portuguese
0,Non Portuguese
180,Non Portuguese
180,Non Portuguese
7,Portuguese
6,Portuguese
2,Non Portuguese
35,Non Portuguese
26,Non Portuguese
0,Non Portuguese
62,Non Portuguese
193,Non Portuguese
35,Non Portuguese
0,Non Portuguese
9,Non Portuguese
35,Non Portuguese
34,Non Portuguese
35,Non Portuguese
10,Non Portuguese
36,Non Portuguese
36,Non Portuguese
36,Non Portuguese
36,Non Portuguese
179,Non Portuguese
36,Non Portuguese
36,Non Portuguese
240,Non Portuguese
240,Non Portuguese
268,Non Portuguese
71,Non Portuguese
92,Non Portuguese
93,Non Portuguese
32,Non Portuguese
5,Non Portuguese
5,Non Portuguese
150,Non Portuguese
10,Non Portuguese
52,Non Portuguese
26,Non Portuguese
165,Non Portuguese
4,Non Portuguese
110,Non Portuguese
4,Portuguese
110,Non Portuguese
28,Non Portuguese
127,Non Portuguese
118,Non Portuguese
8,Non Portuguese
105,Non Portuguese
9,Non Portuguese
17,Non Portuguese
52,Non Portuguese
1,Non Portuguese
36,Non Portuguese
0,Non Portuguese
240,Non Portuguese
240,Non Portuguese
240,Non Portuguese
5,Non Portuguese
5,Non Portuguese
4,Non Portuguese
3,Portuguese
27,Non Portuguese
8,Non Portuguese
130,Non Portuguese
9,Non Portuguese
103,Non Portuguese
130,Non Portuguese
130,Non Portuguese
9,Non Portuguese
123,Non Portuguese
9,Non Portuguese
9,Non Portuguese
71,Non Portuguese
27,Non Portuguese
223,Non Portuguese
52,Non Portuguese
179,Non Portuguese
77,Non Portuguese
186,Non Portuguese
206,Non Portuguese
9,Non Portuguese
2,Non Portuguese
8,Non Portuguese
0,Non Portuguese
32,Non Portuguese
7,Non Portuguese
5,Non Portuguese
7,Non Portuguese
183,Non Portuguese
7,Non Portuguese
103,Non Portuguese
8,Portuguese
34,Non Portuguese
207,Non Portuguese
117,Non Portuguese
79,Non Portuguese
190,Non Portuguese
225,Non Portuguese
5,Non Portuguese
1,Non Portuguese
84,Non Portuguese
160,Portuguese
171,Portuguese
8,Non Portuguese
0,Non Portuguese
8,Non Portuguese
11,Non Portuguese
175,Non Portuguese
120,Non Portuguese
2,Portuguese
0,Non Portuguese
8,Portuguese
6,Non Portuguese
57,Non Portuguese
179,Non Portuguese
242,Non Portuguese
27,Non Portuguese
7,Non Portuguese
118,Non Portuguese
118,Non Portuguese
118,Non Portuguese
154,Non Portuguese
3,Non Portuguese
184,Non Portuguese
18,Non Portuguese
117,Non Portuguese
54,Non Portuguese
177,Non Portuguese
195,Non Portuguese
95,Non Portuguese
165,Non Portuguese
74,Non Portuguese
0,Non Portuguese
8,Non Portuguese
95,Non Portuguese
95,Non Portuguese
165,Non Portuguese
3,Non Portuguese
3,Non Portuguese
7,Non Portuguese
21,Non Portuguese
179,Non Portuguese
226,Non Portuguese
226,Non Portuguese
226,Non Portuguese
226,Non Portuguese
226,Non Portuguese
226,Non Portuguese
226,Non Portuguese
226,Non Portuguese
226,Non Portuguese
177,Non Portuguese
177,Non Portuguese
37,Non Portuguese
81,Non Portuguese
3,Non Portuguese
20,Non Portuguese
88,Non Portuguese
9,Non Portuguese
243,Non Portuguese
241,Non Portuguese
68,Non Portuguese
68,Non Portuguese
226,Non Portuguese
58,Non Portuguese
8,Non Portuguese
228,Non Portuguese
224,Non Portuguese
47,Portuguese
244,Non Portuguese
42,Non Portuguese
42,Non Portuguese
228,Non Portuguese
228,Non Portuguese
68,Non Portuguese
68,Non Portuguese
0,Portuguese
239,Non Portuguese
33,Non Portuguese
11,Non Portuguese
98,Non Portuguese
98,Non Portuguese
2,Non Portuguese
4,Non Portuguese
244,Non Portuguese
258,Non Portuguese
258,Non Portuguese
46,Non Portuguese
135,Non Portuguese
37,Non Portuguese
86,Non Portuguese
88,Non Portuguese
18,Non Portuguese
178,Non Portuguese
160,Non Portuguese
57,Non Portuguese
0,Portuguese
14,Portuguese
48,Non Portuguese
34,Non Portuguese
70,Non Portuguese
28,Non Portuguese
48,Non Portuguese
17,Non Portuguese
69,Non Portuguese
14,Non Portuguese
14,Non Portuguese
14,Non Portuguese
14,Portuguese
8,Non Portuguese
18,Non Portuguese
146,Non Portuguese
8,Non Portuguese
0,Non Portuguese
16,Non Portuguese
273,Non Portuguese
130,Non Portuguese
192,Non Portuguese
192,Non Portuguese
130,Non Portuguese
19,Non Portuguese
18,Non Portuguese
200,Non Portuguese
200,Non Portuguese
91,Non Portuguese
45,Non Portuguese
102,Non Portuguese
13,Non Portuguese
102,Non Portuguese
64,Non Portuguese
64,Non Portuguese
266,Non Portuguese
266,Non Portuguese
18,Non Portuguese
266,Non Portuguese
98,Non Portuguese
98,Non Portuguese
98,Non Portuguese
14,Portuguese
37,Non Portuguese
87,Non Portuguese
87,Non Portuguese
42,Non Portuguese
28,Non Portuguese
91,Non Portuguese
28,Non Portuguese
28,Non Portuguese
7,Non Portuguese
59,Non Portuguese
117,Non Portuguese
117,Non Portuguese
6,Non Portuguese
82,Non Portuguese
15,Non Portuguese
43,Non Portuguese
36,Non Portuguese
36,Non Portuguese
2,Non Portuguese
53,Non Portuguese
53,Non Portuguese
71,Non Portuguese
41,Non Portuguese
51,Non Portuguese
68,Non Portuguese
2,Non Portuguese
6,Non Portuguese
50,Non Portuguese
58,Non Portuguese
58,Portuguese
6,Portuguese
6,Non Portuguese
84,Non Portuguese
13,Non Portuguese
174,Non Portuguese
225,Non Portuguese
7,Portuguese
43,Non Portuguese
43,Non Portuguese
1,Portuguese
241,Non Portuguese
161,Non Portuguese
161,Non Portuguese
66,Non Portuguese
16,Non Portuguese
29,Non Portuguese
66,Non Portuguese
44,Non Portuguese
125,Non Portuguese
5,Non Portuguese
87,Non Portuguese
43,Non Portuguese
42,Non Portuguese
57,Non Portuguese
120,Non Portuguese
43,Non Portuguese
43,Non Portuguese
183,Non Portuguese
45,Non Portuguese
182,Non Portuguese
8,Non Portuguese
186,Non Portuguese
25,Non Portuguese
82,Portuguese
96,Non Portuguese
156,Non Portuguese
74,Non Portuguese
75,Non Portuguese
20,Non Portuguese
177,Non Portuguese
55,Non Portuguese
84,Non Portuguese
84,Non Portuguese
71,Non Portuguese
70,Non Portuguese
15,Non Portuguese
1,Non Portuguese
48,Non Portuguese
47,Non Portuguese
35,Non Portuguese
63,Non Portuguese
59,Non Portuguese
59,Non Portuguese
59,Non Portuguese
57,Non Portuguese
64,Portuguese
21,Non Portuguese
67,Non Portuguese
110,Portuguese
110,Portuguese
110,Portuguese
67,Non Portuguese
12,Non Portuguese
21,Non Portuguese
51,Non Portuguese
152,Non Portuguese
83,Non Portuguese
83,Non Portuguese
83,Non Portuguese
43,Non Portuguese
47,Non Portuguese
27,Non Portuguese
50,Non Portuguese
38,Portuguese
15,Non Portuguese
275,Non Portuguese
92,Non Portuguese
59,Non Portuguese
44,Non Portuguese
64,Non Portuguese
44,Non Portuguese
35,Non Portuguese
156,Non Portuguese
43,Non Portuguese
43,Non Portuguese
25,Non Portuguese
17,Non Portuguese
48,Non Portuguese
148,Non Portuguese
201,Non Portuguese
201,Non Portuguese
44,Non Portuguese
28,Non Portuguese
26,Non Portuguese
83,Non Portuguese
83,Non Portuguese
95,Non Portuguese
22,Non Portuguese
41,Non Portuguese
26,Non Portuguese
76,Non Portuguese
39,Non Portuguese
56,Non Portuguese
0,Portuguese
71,Non Portuguese
11,Non Portuguese
55,Non Portuguese
173,Non Portuguese
40,Non Portuguese
46,Non Portuguese
42,Non Portuguese
52,Non Portuguese
46,Non Portuguese
46,Non Portuguese
56,Non Portuguese
56,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
42,Non Portuguese
63,Non Portuguese
84,Non Portuguese
118,Non Portuguese
4,Non Portuguese
8,Portuguese
3,Non Portuguese
20,Non Portuguese
18,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
8,Non Portuguese
66,Non Portuguese
44,Non Portuguese
43,Non Portuguese
10,Non Portuguese
10,Non Portuguese
38,Non Portuguese
74,Non Portuguese
74,Non Portuguese
50,Non Portuguese
48,Non Portuguese
5,Non Portuguese
46,Non Portuguese
0,Non Portuguese
49,Non Portuguese
48,Non Portuguese
48,Non Portuguese
48,Non Portuguese
48,Non Portuguese
71,Non Portuguese
19,Non Portuguese
190,Non Portuguese
124,Non Portuguese
190,Non Portuguese
62,Non Portuguese
42,Non Portuguese
49,Non Portuguese
49,Non Portuguese
148,Non Portuguese
148,Non Portuguese
42,Non Portuguese
46,Non Portuguese
46,Non Portuguese
42,Non Portuguese
46,Non Portuguese
42,Non Portuguese
69,Non Portuguese
47,Non Portuguese
44,Non Portuguese
49,Non Portuguese
51,Non Portuguese
98,Non Portuguese
57,Non Portuguese
66,Non Portuguese
44,Non Portuguese
93,Non Portuguese
44,Non Portuguese
0,Non Portuguese
58,Non Portuguese
44,Non Portuguese
53,Non Portuguese
53,Non Portuguese
54,Non Portuguese
53,Non Portuguese
262,Non Portuguese
11,Portuguese
29,Non Portuguese
52,Non Portuguese
50,Non Portuguese
1,Portuguese
0,Portuguese
48,Non Portuguese
23,Non Portuguese
8,Non Portuguese
0,Non Portuguese
46,Non Portuguese
41,Non Portuguese
11,Non Portuguese
48,Non Portuguese
94,Non Portuguese
49,Non Portuguese
127,Non Portuguese
86,Non Portuguese
86,Non Portuguese
51,Non Portuguese
38,Non Portuguese
41,Non Portuguese
21,Non Portuguese
44,Non Portuguese
126,Non Portuguese
44,Non Portuguese
75,Non Portuguese
35,Non Portuguese
74,Non Portuguese
135,Non Portuguese
5,Non Portuguese
4,Non Portuguese
8,Non Portuguese
127,Non Portuguese
83,Non Portuguese
199,Non Portuguese
199,Non Portuguese
199,Non Portuguese
83,Non Portuguese
48,Non Portuguese
98,Non Portuguese
165,Non Portuguese
20,Non Portuguese
94,Non Portuguese
46,Non Portuguese
116,Non Portuguese
51,Portuguese
44,Non Portuguese
46,Non Portuguese
126,Non Portuguese
71,Non Portuguese
92,Non Portuguese
86,Non Portuguese
52,Non Portuguese
49,Non Portuguese
17,Non Portuguese
42,Non Portuguese
80,Non Portuguese
48,Non Portuguese
40,Non Portuguese
2,Portuguese
3,Non Portuguese
30,Non Portuguese
31,Non Portuguese
54,Portuguese
6,Non Portuguese
14,Non Portuguese
15,Non Portuguese
18,Non Portuguese
71,Non Portuguese
10,Non Portuguese
10,Non Portuguese
51,Non Portuguese
38,Non Portuguese
48,Non Portuguese
1,Non Portuguese
9,Non Portuguese
44,Non Portuguese
11,Non Portuguese
13,Non Portuguese
5,Portuguese
3,Non Portuguese
26,Non Portuguese
26,Non Portuguese
14,Non Portuguese
3,Non Portuguese
82,Portuguese
3,Non Portuguese
3,Non Portuguese
3,Non Portuguese
44,Non Portuguese
14,Non Portuguese
124,Non Portuguese
7,Non Portuguese
16,Non Portuguese
90,Portuguese
13,Non Portuguese
62,Non Portuguese
106,Non Portuguese
6,Non Portuguese
6,Non Portuguese
1,Non Portuguese
11,Non Portuguese
4,Portuguese
1,Portuguese
46,Non Portuguese
0,Non Portuguese
1,Non Portuguese
40,Non Portuguese
12,Portuguese
24,Portuguese
75,Portuguese
71,Non Portuguese
209,Non Portuguese
2,Non Portuguese
13,Non Portuguese
15,Non Portuguese
95,Non Portuguese
24,Portuguese
107,Non Portuguese
107,Non Portuguese
107,Non Portuguese
107,Non Portuguese
34,Non Portuguese
38,Non Portuguese
38,Non Portuguese
15,Non Portuguese
6,Non Portuguese
81,Non Portuguese
82,Non Portuguese
81,Non Portuguese
14,Non Portuguese
81,Non Portuguese
70,Non Portuguese
81,Non Portuguese
34,Non Portuguese
12,Non Portuguese
23,Non Portuguese
61,Non Portuguese
21,Non Portuguese
34,Non Portuguese
77,Non Portuguese
23,Non Portuguese
61,Non Portuguese
34,Non Portuguese
11,Non Portuguese
63,Non Portuguese
27,Non Portuguese
41,Non Portuguese
146,Non Portuguese
27,Non Portuguese
36,Non Portuguese
157,Non Portuguese
123,Non Portuguese
21,Non Portuguese
75,Non Portuguese
33,Non Portuguese
45,Non Portuguese
34,Non Portuguese
33,Non Portuguese
4,Non Portuguese
117,Portuguese
45,Non Portuguese
14,Portuguese
24,Non Portuguese
81,Non Portuguese
63,Non Portuguese
4,Portuguese
24,Non Portuguese
18,Non Portuguese
56,Non Portuguese
124,Non Portuguese
60,Non Portuguese
124,Non Portuguese
99,Non Portuguese
99,Non Portuguese
3,Non Portuguese
15,Non Portuguese
63,Non Portuguese
17,Non Portuguese
42,Non Portuguese
124,Non Portuguese
209,Non Portuguese
40,Non Portuguese
33,Portuguese
15,Non Portuguese
13,Non Portuguese
21,Non Portuguese
20,Non Portuguese
24,Non Portuguese
21,Non Portuguese
62,Non Portuguese
42,Non Portuguese
145,Non Portuguese
20,Non Portuguese
16,Non Portuguese
16,Non Portuguese
3,Non Portuguese
